"id","title","cost","value","total","date","location","datadate","status"
"guy-harvey-magazine-tallahassee","$12 for One-Year Subscription to ""Guy Harvey Magazine"" ($24.95 Value)","12","25","26","2011-02-11","32301-2003","2011-02-10","0"
"city-street-sweets","$7 for $15 Worth of Sweets, Plus $10 Toward a Candy Class, at City Street Sweets ($25 Value)","7","25","614","2011-02-10","33603-5017","2011-02-10","0"
"ftd-tampa-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","474","2011-02-12","33603-5017","2011-02-10","0"
"cafe-ponte-tampa","$20 for $40 Worth of Dinner Fare and Drinks at Cafe Ponte","20","40","1000","2011-02-10","33603-5017","2011-02-10","0"
"ftd-toledo-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","315","2011-02-12","43620-1604","2011-02-10","0"
"the-limelite-boutique","$15 for $30 Worth of Accessories, Handbags, and More at The Limelite Boutique","15","30","10","2011-02-14","43620-1604","2011-02-10","0"
"tecumseh-center-arts","$12 for One Ticket to The Water Coolers at Tecumseh Center for the Arts","12","24","9","2011-02-10","43620-1604","2011-02-10","0"
"ftd-topeka-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","152","2011-02-12","66606-1424","2011-02-10","0"
"e-undies","$15 for $30 Worth of Women's Underwear and Sleepwear from eUndies.com","15","30","102","2011-02-10","66606-1424","2011-02-10","0"
"after-hours-computer-care","$50 for $100 Worth of Computer Repair Services from After Hours Computer Care","50","100","0","2011-02-11","66606-1424","2011-02-10","0"
"ftd-tucson-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","367","2011-02-12","85716-5859","2011-02-10","0"
"arizona-bookstore","$10 for $20 Worth of Apparel, Gifts, and More at Arizona Bookstore","10","20","592","2011-02-11","85716-5859","2011-02-10","0"
"panache-hair-nails","$40 for a Basic Hair Color Service, Blow Dry, and Style at Panache Hair & Nails ($82 Value)","40","82","7","2011-02-12","85716-5859","2011-02-10","0"
"az-professional-cleaning-services","$45 for Two Hours of House Cleaning from AZ Professional Cleaning Services ($120 Value)","45","120","704","2011-02-10","85716-5859","2011-02-10","0"
"opera-101","$10 for One Ticket to â€œThe Triumvirate of the era of Bel Cantoâ€ at St. Markâ€™s Church on February 13 ($20 Value)","10","20","37","2011-02-10","85716-5859","2011-02-10","0"
"ftd-tulsa-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","346","2011-02-12","74103","2011-02-10","0"
"stonebrook-day-spa-tulsa","$42 for One Valentine's Day Facial Special at Stonebrook Day Spa in Catoosa ($85 Value)","42","85","23","2011-02-11","74103","2011-02-10","0"
"tulsa-oilers-hockey","$16 for One Premier-Seating Ticket to a Tulsa Oilers Hockey Game ($32 Value). Choose from Nine Dates.","16","32","522","2011-02-10","74103","2011-02-10","0"
"price-tower-arts-center","$72 for a One-Night Stay, Exhibition and Building Tour, and Breakfast at the Price Tower Arts Center in Bartlesville ($145 Value)","72","145","150","2011-02-11","74103","2011-02-10","0"
"ftd-vancouver-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","1066","2011-02-12","V6J","2011-02-10","0"
"unhinge-dance","$30 for a Six-Week Adult Beginner Dance Class at Unhinge Dance ($67 Value)","30","67","104","2011-02-12","V6J","2011-02-10","0"
"spakwus-organic-spa-1","$69 for One Body Wrap and Facial at SpaKwus Organic Eco Spa ($139 Value)","69","139","220","2011-02-10","V6J","2011-02-10","0"
"black-rock-oceanfront-resort-vancouver","$289 for a Two-Night Stay, Wine, and a $50 Dinner Voucher at Black Rock Oceanfront Resort in Ucluelet ($583 Value)","289","583","397","2011-02-12","V6J","2011-02-10","0"
"ftd-ventura-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","182","2011-02-12","93060-9769","2011-02-10","0"
"ceria","$20 for $40 Worth of Apparel, Shoes, and Accessories at Ceria ","20","40","21","2011-02-12","93060-9769","2011-02-10","0"
"delicious-edibles-ventura","$16 for a Dozen Gourmet Cupcakes","16","32","93","2011-02-10","93060-9769","2011-02-10","0"
"ftd-victoria-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","407","2011-02-12","V8W","2011-02-10","0"
"duffys","$20 for $40 Worth of Bar Fare, Brews, and More at Duffy's Irish Pub","20","40","1069","2011-02-11","20004","2011-02-10","0"
"eyebrow-threading-with-rani","$10 for $20 Worth of Eyebrow Threading at Eyebrow Threading With Rani","10","20","306","2011-02-10","20004","2011-02-10","0"
"ftd-dc-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","2871","2011-02-12","20004","2011-02-10","0"
"sahara-lebanese-cuisine","$10 for $20 Worth of Lebanese Fare and Drinks at Sahara Lebanese Cuisine in Sterling","10","20","320","2011-02-10","20004","2011-02-10","0"
"eyma-salon-and-spa","$30 for $100 Toward a Keratin Hair Treatment or $25 for $50 Worth of Hair and Skin Services at Eyma Salon and Spa in Bethesda","30","100","162","2011-02-10","20004","2011-02-10","0"
"master-salons","$35 for Signature Facial ($75 Value) or $80 Worth of Hair Services from Cathy Antoniou at Master Salons in Woodbridge","35","75","177","2011-02-10","20004","2011-02-10","0"
"high-meadows-vineyard-inn-dc","$250 for a Two-Night Weekday Stay for Two and Farm & Winery Tour with Picnic Locavore Lunch at High Meadows Vineyard Inn (Up to $625 Value)","250","625","248","2011-02-11","20004","2011-02-10","0"
"dc-international-wine-and-food","$42 for Ticket to Grand Tasting at Washington DC International Wine & Food Festival, 2 p.m.â€“6 p.m. on February 13 ($85 Value)","42","85","600","2011-02-11","20004","2011-02-10","0"
"ftd-westchester-county-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","308","2011-02-12","10570-3702","2011-02-10","0"
"golftec-white-plains","$75 for a 60-Minute Golf-Swing Evaluation at GolfTEC ($195 Value)","75","195","172","2011-02-10","10570-3702","2011-02-10","0"
"health-potato-westchester-county","$10 for $20 Worth of Vitamins, Supplements, and More from HealthPotato.com","10","20","17","2011-02-10","10570-3702","2011-02-10","0"
"ftd-wichita-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","207","2011-02-12","67202-2011","2011-02-10","0"
"the-ladies-golf-place-wichita","$20 for $40 Worth of Women's Golf Apparel at The Ladies Golf Place","20","40","48","2011-02-11","67202-2011","2011-02-10","0"
"sears-portrait-studio-2","$20 for a Portrait Bundle at Sears Portrait Studio ","20","115","128","2011-02-10","67202-2011","2011-02-10","0"
"ftd-wilmington-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","249","2011-02-12","19711-6814","2011-02-10","0"
"kennett-house-bed-breakfast","$160 for a Two-Night B&B Stay and Wine Tour at Kennett House Bed & Breakfast ($350 Value)","160","350","19","2011-02-11","19711-6814","2011-02-10","0"
"ftd-windsor-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","144","2011-02-12","N8W","2011-02-10","0"
"ftd-winnipeg-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","252","2011-02-12","R3C","2011-02-10","0"
"ftd-worcester-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","313","2011-02-12","01608-1804","2011-02-10","0"
"ftd-youngstown-1","$20 for $40 Worth of Flowers, Gifts, and More from FTD","20","40","62","2011-02-12","44503","2011-02-10","0"
"the-hub-hot-dog-shop","$5 for $10 Worth of Hot Dogs and More at The Hub Hot Dog Shop in Cortland","5","10","85","2011-02-11","44503","2011-02-10","0"
"thats-a-wrap-boardman","$4 for Four Pepperoni Rolls at That's a Wrap & Pizza CafÃ© ($8 Value)","4","8","29","2011-02-11","44503","2011-02-10","0"
